1177507135940861954	2020-03-20 04:00:00	2020-03-20 04:00:00	5235246442	test-d58	54.162.245.47	Local7	Info	app/worker.1	[2020-03-20 13:00:00] development.ERROR: There is already an active transaction {"exception":"[object] (PDOException(code: 0): There is already an active transaction at /app/vendor/laravel/framework/src/Illuminate/Database/Concerns/ManagesTransactions.php:109)\n
1177507135995387904	2020-03-20 04:00:00	2020-03-20 04:00:00	5235246442	test-d58	54.162.245.47	Local7	Info	app/worker.1	[stacktrace]\n
1177507135995387905	2020-03-20 04:00:00	2020-03-20 04:00:00	5235246442	test-d58	54.162.245.47	Local7	Info	app/worker.1	#0 /app/vendor/laravel/framework/src/Illuminate/Database/Concerns/ManagesTransactions.php(109): PDO->beginTransaction()\n
1177507135995387906	2020-03-20 04:00:00	2020-03-20 04:00:00	5235246442	test-d58	54.162.245.47	Local7	Info	app/worker.1	#1 /app/vendor/laravel/framework/src/Illuminate/Database/Concerns/ManagesTransactions.php(93): Illuminate\\Database\\Connection->createTransaction()\n
1177507135995387907	2020-03-20 04:00:00	2020-03-20 04:00:00	5235246442	test-d58	54.162.245.47	Local7	Info	app/worker.1	#2 /app/vendor/laravel/framework/src/Illuminate/Database/Concerns/ManagesTransactions.php(23): Illuminate\\Database\\Connection->beginTransaction()\n
1177507135995387908	2020-03-20 04:00:00	2020-03-20 04:00:00	5235246442	test-d58	54.162.245.47	Local7	Info	app/worker.1	#3 /app/vendor/laravel/framework/src/Illuminate/Queue/DatabaseQueue.php(202): Illuminate\\Database\\Connection->transaction()\n
1177507135995387909	2020-03-20 04:00:00	2020-03-20 04:00:00	5235246442	test-d58	54.162.245.47	Local7	Info	app/worker.1	#4 /app/vendor/laravel/framework/src/Illuminate/Queue/Worker.php(253): Illuminate\\Queue\\DatabaseQueue->pop()\n
1177507135995387910	2020-03-20 04:00:00	2020-03-20 04:00:00	5235246442	test-d58	54.162.245.47	Local7	Info	app/worker.1	#5 /app/vendor/laravel/framework/src/Illuminate/Queue/Worker.php(107): Illuminate\\Queue\\Worker->getNextJob()\n
1177507135995387911	2020-03-20 04:00:00	2020-03-20 04:00:00	5235246442	test-d58	54.162.245.47	Local7	Info	app/worker.1	#6 /app/vendor/laravel/framework/src/Illuminate/Queue/Console/WorkCommand.php(103): Illuminate\\Queue\\Worker->daemon()\n
1177507135995387912	2020-03-20 04:00:00	2020-03-20 04:00:00	5235246442	test-d58	54.162.245.47	Local7	Info	app/worker.1	#7 /app/vendor/laravel/framework/src/Illuminate/Queue/Console/WorkCommand.php(87): Illuminate\\Queue\\Console\\WorkCommand->runWorker()\n
